V1,location_name,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
513,Alabama,12/13/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
514,Alabama,12/14/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
515,Alabama,12/15/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
516,Alabama,12/16/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
517,Alabama,12/17/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
518,Alabama,12/18/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
519,Alabama,12/19/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
520,Alabama,12/20/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
521,Alabama,12/21/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
522,Alabama,12/22/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
523,Alabama,12/23/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
524,Alabama,12/24/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
525,Alabama,12/25/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
526,Alabama,12/26/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
527,Alabama,12/27/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
528,Alabama,12/28/19,16.27368889,0,0,4.618,0,0,4.618,0,0,0,0,0,16.27368889,0,0,4.618,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
529,Alabama,12/29/19,16.27368889,0,0,4.618,0,0,4.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
530,Alabama,12/30/19,16.27368889,0,0,4.618,0,0,4.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
531,Alabama,12/31/19,16.27368889,0,0,5.366055556,0,0,5.103611111,0,0,0,0,0,0,0,0,0.748055556,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
532,Alabama,1/1/20,16.27368889,0,0,5.366055556,0,0,5.103611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
533,Alabama,1/2/20,16.27368889,0,0,5.366055556,0,0,5.103611111,0,0,4.618,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
534,Alabama,1/3/20,11.65568889,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
535,Alabama,1/4/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
536,Alabama,1/5/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
537,Alabama,1/6/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
538,Alabama,1/7/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
539,Alabama,1/8/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
540,Alabama,1/9/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
541,Alabama,1/10/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
542,Alabama,1/11/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
543,Alabama,1/12/20,0.748055556,0,0,0.748055556,0,0,0.485611111,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
544,Alabama,1/13/20,0.748055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
545,Alabama,1/14/20,0.748055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
546,Alabama,1/15/20,0.748055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
547,Alabama,1/16/20,0.748055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
548,Alabama,1/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
549,Alabama,1/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
550,Alabama,1/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
551,Alabama,1/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
552,Alabama,1/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
553,Alabama,1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
554,Alabama,1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
555,Alabama,1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
556,Alabama,1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
557,Alabama,1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
558,Alabama,1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
559,Alabama,1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
560,Alabama,1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
561,Alabama,1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
562,Alabama,1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
563,Alabama,2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
564,Alabama,2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
565,Alabama,2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
566,Alabama,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
567,Alabama,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
568,Alabama,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
569,Alabama,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
570,Alabama,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.834539064,,,,0,0,0
571,Alabama,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.778752825,,,,0,0,0
572,Alabama,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.673050819,,,,0,0,0
573,Alabama,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.533002962,,,,0,0,0
574,Alabama,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.373609277,,,,0,0,0
575,Alabama,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.207413995,,,,0,0,0
576,Alabama,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,-0.043257131,,,,0,0,0
577,Alabama,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.114689356,,,,0,0,0
578,Alabama,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.267875005,,,,0,0,0
579,Alabama,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.423840898,,,,0,0,0
580,Alabama,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.592252576,,,,0,0,0
581,Alabama,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.780608316,,,,0,0,0
582,Alabama,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.993545297,,,,0,0,0
583,Alabama,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,1.233683667,,,,0,0,0
584,Alabama,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,1.500816674,,,,2.10582897,0,14.24182617
585,Alabama,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,1.794765368,,,,2.408401876,0,14.01505514
586,Alabama,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,2.116215431,,,,2.256116762,0,14.98808529
587,Alabama,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,2.46344872,,,,2.423225063,0,14.86910762
588,Alabama,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,2.827780999,,,,2.104206446,0,13.10890303
589,Alabama,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,3.195579798,,,,0,0,0
590,Alabama,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,3.552396188,,,,0,0,0
591,Alabama,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,3.884280364,,,,0,0,0
592,Alabama,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.179640135,,,,0,0,0
593,Alabama,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.432097616,,,,0.187467133,0,1.267849553
594,Alabama,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.636463546,,,,0.88301278,0,4.521840761
595,Alabama,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.782161533,,,,3.204679733,0,15.14352102
596,Alabama,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.849853004,,,,9.313527979,0,39.36496156
597,Alabama,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.808697805,,,,24.8729761,0.804533843,100.5015843
598,Alabama,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.618011026,observed,2.66666652,,53.61125002,2.86940506,183.5148574
599,Alabama,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,4.233074187,observed,2.66666652,,102.2010184,9.609559057,317.5902118
600,Alabama,3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,3.612163392,observed,2.66666652,,167.7715148,24.9796545,442.1794773
601,Alabama,3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,2.721462113,observed,10.38681261,,263.3117218,63.77485848,667.9290154
602,Alabama,3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,1.537338719,observed,25.8271048,,375.9613639,116.4522345,839.1418272
603,Alabama,3/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,,,,,,,observed,0.048265785,observed,41.26739699,,500.4835766,198.7482117,1015.317496
604,Alabama,3/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-1.74250992,observed,56.70768918,4.706896806,597.2366775,269.5923629,1096.042472
605,Alabama,3/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-3.814764831,observed,72.14798137,2.874125385,658.4963451,411.0377757,1146.188482
606,Alabama,3/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-6.13026807,observed,87.58827356,4.673510294,667.1915058,448.0973596,1116.227281
607,Alabama,3/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-8.63359559,observed,103.0285657,7.236726664,648.9170823,425.0835651,1107.991759
608,Alabama,3/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-11.25640321,observed,170.7591743,10.53849056,621.9296464,426.9103315,1025.360361
609,Alabama,3/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-13.92290147,observed,238.4897828,14.4241538,622.1290608,433.7108331,1044.232591
610,Alabama,3/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-16.5565531,observed,306.2203913,18.78763959,649.6763655,429.1336126,1118.570895
611,Alabama,3/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-19.08654822,observed,373.9509998,23.79272346,696.9701109,452.3836094,1181.237459
612,Alabama,3/21/20,3.480827496,1.998529412,5.800588235,0.998,1,1,0.998,1,1,0,0,0,3.480827496,1.998529412,5.800588235,0.998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-21.45422555,observed,441.6816083,29.94613626,747.6710157,511.895719,1237.883135
613,Alabama,3/22/20,6.988414832,4.727272727,10.30789474,1.996,2,2,1.996,2,2,0,0,0,3.507587337,2.066666667,5.89,0.998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-23.6188076,observed,509.4122168,37.94645852,785.8014589,564.5756023,1302.474083
614,Alabama,3/23/20,14.0129369,10.33333333,18.10540936,3.992,4,4,3.992,4,4,0,0,0,7.024522068,4.666666667,9.891666667,1.996,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-25.55885931,observed,577.1428253,48.37399895,809.332039,587.0240469,1353.962211
615,Alabama,3/24/20,24.50408661,19.66578947,29.925,7.143367393,7,7.428794643,7.089908408,7,7.3078125,0,0,0,10.49114971,7.444444444,14.33333333,3.151367393,3,3.428794643,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-27.27174192,observed,615.1632314,61.2673048,829.0291655,600.0712337,1371.922633
616,Alabama,3/25/20,38.47001229,32.14241071,45.40111111,11.29692903,11.05882353,11.66666667,11.18848003,11,11.5,1,1,1,13.96592568,10.3512605,18.50138889,4.153561633,4,4.444444444,1,1,1,0,0,0,0,0,0,0,0,0,4.618,0,0,observed,-28.77020044,observed,653.1836374,75.71126399,867.8282853,619.9797825,1444.182787
617,Alabama,3/26/20,56.18205894,48.70294118,64.94264706,16.60753455,16.22222222,17.11803922,16.39050759,16.09977273,16.8125,0,0,0,17.71204665,13.375,22.67166667,5.31060552,5.055555556,5.666666667,1,1,1,0,0,0,0,0,0,0.998,1,1,5.616,1,1,observed,-30.07688433,observed,691.2040435,89.74063434,931.613672,631.8778424,1594.816077
618,Alabama,3/27/20,76.22615619,67,86.08,22.07193753,21.55555556,22.7225,21.69234147,21.28571429,22.2106203,3,3,3,21.04209725,16.62270833,26.21052632,6.462402986,6.111111111,6.894736842,4,4,4,0,0,0,0,0,0,0.998,1,1,6.614,2,2,observed,-31.21872712,observed,729.2244496,101.0115787,1010.000014,652.6258013,1741.709829
619,Alabama,3/28/20,94.04154055,83.60759804,104.5868056,27.69729962,27,28.5,27.10239651,26.57142857,27.75,0,0,0,21.13884447,16.665625,26.29172932,6.623362092,6.222222222,7.157894737,4,4,4,0,0,0,0,0,0,1.996,2,2,8.61,4,4,observed,-32.2228128,observed,767.2448556,108.1510134,1077.108437,699.0439341,1815.868735
620,Alabama,3/29/20,110.8286076,99.665,122.2520833,32.51009243,31.66666667,33.55614035,31.63219821,31,32.46166667,6,6,6,21.13109276,16.62113971,26.22254902,6.808792804,6.357037815,7.400294118,10,10,10,0,0,0,0,0,0,2.994,3,3,11.604,7,7,observed,-33.1134587,observed,805.2652617,111.8593385,1106.702653,765.0929929,1840.567404
621,Alabama,3/30/20,120.7495371,109.2763889,132.5278638,35.46913971,34.43697917,36.6487395,34.25876305,33.45429293,35.16691176,0,0,0,17.62284606,13.66315789,22.75,5.953047282,5.444444444,6.615384615,10,10,10,0,0,0,0,0,0,3.992,4,4,15.596,11,11,observed,-33.91044729,observed,843.2856678,114.6589108,1097.417312,747.3807076,1814.99437
622,Alabama,3/31/20,127.2856737,114.8216912,140.7266667,37.42609218,36.27272727,38.78665966,35.88315027,35,36.92333333,13,13,13,17.55088331,13.42785714,22.54,5.948952469,5.461538462,6.555729167,23,23,23,0,0,0,0,0,0,4.99,5,5,20.586,16,16,observed,-34.62882027,observed,1031.244841,119.3981733,1077.968314,740.5325579,1821.568238
623,Alabama,4/1/20,134.0752938,121.6636364,148.0637153,39.39021941,38.09030303,40.84210526,37.51117367,36.53323529,38.62516447,4,4,4,21.11818368,16.70588235,26.59117647,6.954127233,6.388541667,7.555952381,27,27,27,0,0,0,0,0,0,5.988,6,6,26.574,22,22,observed,-35.27825377,observed,1219.204014,127.6848499,1078.387286,756.5872001,1812.262177
624,Alabama,4/2/20,137.2964897,125.2338235,151.1149123,40.20502854,38.8125,41.77807018,38.04306202,37,39.25,5,5,5,21.10944973,16.70490196,26.37738971,6.802809132,6.332894737,7.411764706,32,32,32,0,0,0,0,0,0,5.988,6,6,32.562,28,28,observed,-35.86235466,observed,1407.163188,139.3157361,1096.8185,750.555118,1864.348435
625,Alabama,4/3/20,141.9674643,129.8821691,155.2785256,41.99750972,40.49886364,43.6854386,39.55885915,38.375,40.89010417,6,6,6,24.75002454,19.94590643,30.33333333,7.78048118,7.333333333,8.4,38,38,38,0,0,0,0,0,0,5.987,6,6,38.549,34,34,observed,-36.37810469,observed,1595.122361,152.8381496,1105.588794,757.0423687,1900.923239
626,Alabama,4/4/20,146.2492168,133.6647059,159,43.95104515,42.3325,45.79032508,41.17743442,40,42.55572917,6,6,6,24.46064454,19.71407563,30.25208333,7.940535423,7.428571429,8.57172619,44,44,44,0,0,0,0,0,0,4.99,5,5,43.539,39,39,observed,-36.8172533,observed,1783.081534,166.7367344,1073.801984,633.4208785,1874.011955
627,Alabama,4/5/20,151.8670245,139.554902,165.6881696,46.91562586,45.1996875,48.90071429,43.80816608,42.53823529,45.2,1,1,1,24.78577327,19.83333333,30.63831169,7.954580717,7.444444444,8.579057018,45,45,45,0,0,0,0,0,0,4.99,5,5,48.529,44,44,observed,-37.16829731,observed,1971.040708,180.4583536,1000.7612,573.4329237,1795.570292
628,Alabama,4/6/20,159.9490495,147.1748366,174.3574248,49.88783946,48.17647059,52,46.44420623,45,48,4,4,4,24.89006191,20,30.58065015,8.119580993,7.54527972,8.769444444,49,49,49,0,0,0,0,0,0,5.988,6,6,54.517,50,50,observed,-37.41892752,observed,2158.999881,194.5523945,919.8051145,567.9291994,1636.486963
629,Alabama,4/7/20,170.3590862,156.76,184.2240196,52.84297165,51,55,49.06298144,47.68697917,50.70641711,15,15,15,28.16443877,22.22222222,34.82662539,9.10469382,8.533333333,9.789473684,64,64,64,0,0,0,0,0,0,5.988,6,6,60.505,56,56,observed,-37.55887482,observed,2263.025385,209.7906645,893.1914132,586.0016608,1542.060322
630,Alabama,4/8/20,178.3302887,163.8173701,193.2632456,55.65487501,53.8125,57.94868421,51.59660739,50.17590498,53.28592437,2,2,2,28.1348508,22.99722222,33.77878788,9.120508876,8.562326389,9.8125,66,66,66,0,0,0,0,0,0,6.986,7,7,67.491,63,63,observed,-37.58081313,observed,2367.05089,225.9105508,963.1114902,580.0094019,1797.619532
631,Alabama,4/9/20,188.745347,173.9986842,204.375625,58.33197729,56.36347403,60.64754902,54.0394789,52.5990625,55.83416667,4,4,4,31.55392729,25.85571429,38.25208333,10.13750527,9.562326389,10.8003125,70,70,70,0,0,0,0,0,0,6.986,7,7,74.477,70,70,observed,-37.48102991,observed,2471.076394,240.9990534,1114.799839,579.03051,2098.226519
632,Alabama,4/10/20,200.249901,184.6239583,217.3352941,61.98136477,59.94436275,64.21052632,57.45929059,55.94108456,59.27285354,10,10,10,35.27836495,29.46611111,41.50197368,11.27074957,10.66666667,12.05555556,80,80,80,0,0,0,0,0,0,6.986,7,7,81.463,77,77,observed,-37.26002846,observed,2575.101899,252.0290296,1269.508339,679.3962304,2221.78927
633,Alabama,4/11/20,211.9279059,195.6356092,228.5563725,65.43694995,63.42815126,67.75069444,60.7603918,59.24930556,62.63196594,12,12,12,35.1795173,29.33333333,42.25208333,11.26337798,10.68377193,11.94125817,92,92,92,0,0,0,0,0,0,6.986,7,7,88.449,84,84,observed,-36.92345216,observed,2679.127403,256.3169626,1342.194952,890.1569942,2274.583831
634,Alabama,4/12/20,223.2441363,206.6069444,239.6939236,68.91516721,66.76433824,71.29465944,64.06598126,62.52565789,65.90022727,1,1,1,35.28610027,29.05735294,42.375,11.42726454,10.77777778,12.16666667,93,93,93,0,0,0,0,0,0,7.984,8,8,96.433,92,92,observed,-36.48245123,observed,2783.152908,252.9968701,1297.772543,725.6616774,2296.845016
635,Alabama,4/13/20,229.6183818,212.665,247.7238095,70.57531848,68.35245098,72.88903509,65.49919365,63.83333333,67.29426471,6,6,6,31.58120516,26.08732057,38.05882353,10.60310375,9.9375,11.38888889,99,99,99,0,0,0,0,0,0,7.984,8,8,104.417,100,100,observed,-35.95332418,observed,2887.178412,243.5817331,1185.946617,658.0883356,2139.477731
