V1,location_name,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper
216,Alabama,1/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Alabama,1/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Alabama,1/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Alabama,1/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Alabama,1/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Alabama,1/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Alabama,1/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Alabama,1/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Alabama,1/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Alabama,1/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Alabama,1/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Alabama,1/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Alabama,1/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Alabama,1/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Alabama,1/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Alabama,1/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Alabama,1/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Alabama,1/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Alabama,1/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Alabama,1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Alabama,1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Alabama,1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Alabama,1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Alabama,1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Alabama,1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Alabama,1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Alabama,1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Alabama,1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Alabama,1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Alabama,2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Alabama,2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Alabama,2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Alabama,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Alabama,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Alabama,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Alabama,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Alabama,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Alabama,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Alabama,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Alabama,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Alabama,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Alabama,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Alabama,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Alabama,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Alabama,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Alabama,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Alabama,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Alabama,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Alabama,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Alabama,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Alabama,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Alabama,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Alabama,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Alabama,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Alabama,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Alabama,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Alabama,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Alabama,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Alabama,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Alabama,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Alabama,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Alabama,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Alabama,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Alabama,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Alabama,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Alabama,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Alabama,3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Alabama,3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Alabama,3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Alabama,3/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Alabama,3/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Alabama,3/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Alabama,3/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Alabama,3/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Alabama,3/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Alabama,3/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Alabama,3/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Alabama,3/20/20,3.503347893,2.1,5.6,1,1,1,1,1,1,0,0,0,3.503347893,2.1,5.6,1,1,1,0,0,0,0,0,0,0,0,0
294,Alabama,3/21/20,3.503347893,2.1,5.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Alabama,3/22/20,14.14014517,11,18.0025,4,4,4,4,4,4,0,0,0,10.63679727,7.998684211,14.00131579,3,3,3,0,0,0,0,0,0,0,0,0
296,Alabama,3/23/20,14.14014517,11,18.0025,4.160925675,4,4.444444444,4.107648693,4,4.3,0,0,0,0,0,0,0.160925675,0,0.444444444,0,0,0,0,0,0,0,0,0
297,Alabama,3/24/20,35.31101389,30.1,41.4025,10.16092568,10,10.44444444,10.10764869,10,10.3,0,0,0,21.17086872,17.3,26,6,6,6,0,0,0,0,0,0,0,0,0
298,Alabama,3/25/20,35.31101389,30.1,41.4025,10.65677085,10.3,11.10027778,10.43268418,10.15,10.8,1,1,1,0,0,0,0.495845171,0.2,0.85125,1,1,1,0,0,0,0,0,0
299,Alabama,3/26/20,80.23587055,72.2,89,22.65677085,22.3,23.10027778,22.43268418,22.15,22.8,0,0,0,45.92485666,40,52.505,13,13,13,1,1,1,0,0,0,0,0,0
300,Alabama,3/27/20,91.90016381,83.0975,101.0025,27.6297915,27.05,28.3,27.06814281,26.65,27.6,3,3,3,14.00671547,10.74875,17.7,4.973020657,4.5,5.55,4,4,4,0,0,0,0,0,0
301,Alabama,3/28/20,106.5350063,96.84875,116.3709752,29.6297915,29.05,30.3,29.06814281,28.65,29.6,0,0,0,17.6348425,14.1975,21.9,5,5,5,4,4,4,0,0,0,0,0,0
302,Alabama,3/29/20,120.70036,110.59875,131.05125,37.73885888,36.8,38.75125,36.45523678,35.75,37.2,6,6,6,21.30630576,17.4975,25.50197368,8.10906738,7.4,8.9,10,10,10,0,0,0,0,0,0
303,Alabama,3/30/20,135.9660901,124.9475,147.2,38.38446535,37.35,39.45,36.87861089,36.1,37.65085526,0,0,0,21.26573014,17,25.9,6.645606467,6.25,7.1,10,10,10,0,0,0,0,0,0
304,Alabama,3/31/20,125.3267277,115.04875,135.85,40.1898817,39.1,41.35,38.40376219,37.55,39.3,13,13,13,3.558485673,2.2,5.7,1.805416348,1.4,2.3,23,23,23,0,0,0,0,0,0
305,Alabama,4/1/20,126.4376085,115.5981579,137.4743421,32.17240289,31,33.45,30.0478484,29.1,31,4,4,4,14.11088079,11.09881579,18.2,4.982521186,4.5,5.474342105,27,27,27,0,0,0,0,0,0
306,Alabama,4/2/20,144.4369215,133.65,156.55125,44.14687632,42.85,45.5,41.68893891,40.66625,42.75,5,5,5,52.81510231,46.5975,59.6025,15.97447343,15.45,16.5,32,32,32,0,0,0,0,0,0
307,Alabama,4/3/20,137.162424,126.2,148.6525,41.31543423,40,42.7,38.80194003,37.79875,39.85,6,6,6,7.086611421,4.8975,10.1,2.168557912,2,2.4,38,38,38,0,0,0,0,0,0
308,Alabama,4/4/20,133.5052793,122.7346711,144.6,39.9637052,38.65,41.4,37.2260166,36.19894737,38.35,6,6,6,14.17228148,11.2,18,4.648270975,4.3,5.15,44,44,44,0,0,0,0,0,0
309,Alabama,4/5/20,148.6205205,137.2975,160.25,46.22726439,44.7,47.95,42.70191368,41.45,43.95,1,1,1,35.43902581,30.4,41.6,12.42448486,11.75,13.21151316,45,45,45,0,0,0,0,0,0
310,Alabama,4/6/20,175.6309846,163.195,188.60375,57.55169636,55.99875,59.35,53.91477384,52.65,55.21151316,4,4,4,42.30172079,36.5,48.7,12.32443197,12.1,12.65,49,49,49,0,0,0,0,0,0
311,Alabama,4/7/20,172.7894632,160.54875,185.60125,54.71581663,53.15,56.5,51.01805474,49.7,52.35,15,15,15,3.548406398,2.2,5.6,1.659965441,1.3,2.1,64,64,64,0,0,0,0,0,0
312,Alabama,4/8/20,169.492718,157.29625,182.555,47.33647011,45.6,49.26407895,43.07733488,41.69875,44.5,2,2,2,21.16586462,17.1,25.8,7.620653479,7.05,8.3,66,66,66,0,0,0,0,0,0
313,Alabama,4/9/20,184.9301852,173.0989706,197.255,61.30124142,59.42052632,63.10638158,56.70472389,55.29875,58.15125,4,4,4,52.98901032,46.3975,60.0025,16.93779197,16.25,17.65,70,70,70,0,0,0,0,0,0
314,Alabama,4/10/20,190.2594857,178.4436275,202.8525,61.46179742,59.55,63.30039474,56.81140116,55.35,58.30125,10,10,10,14.09147995,10.8975,17.9025,4.160555998,4,4.4,80,80,80,0,0,0,0,0,0
315,Alabama,4/11/20,223.3332692,209.1,236.805,65.32071714,63.54948529,67.20125,61.05096709,59.84875,62.55,12,12,12,53.08194464,46.595,60.4,15.9679871,15.55,16.5,92,92,92,0,0,0,0,0,0
316,Alabama,4/12/20,240.3506996,225.34875,254.15,70.10774092,68.24816176,72.05,65.21854303,63.75,66.7,1,1,1,52.8358028,46.5,60.0025,17.43263025,16.65,18.3,93,93,93,0,0,0,0,0,0
317,Alabama,4/13/20,227.6368534,213.8946053,241.30125,73.94803356,72.15,75.8,69.1163439,67.69960526,70.6,6,6,6,17.62310326,14.0975,21.9025,5.645708983,5.25,6.052704678,99,99,99,0,0,0,0,0,0
318,Alabama,4/14/20,233.349537,219.24,246.66125,73.39930016,71.4,75.4,68.06366046,66.52565789,69.70125,15,15,15,14.10053399,10.899375,17.8,6.433787788,5.65,7.3,114,114,114,0,0,0,0,0,0
319,Alabama,4/15/20,223.0966979,208.8975,237.05,65.83251032,63.75,67.85,59.99100248,58.35,61.7,4,4,4,21.0541058,17.2,25.6025,8.407683596,7.699605263,9.2,118,118,118,0,0,0,0,0,0
320,Alabama,4/16/20,253.3374669,239.5975,267.70125,82.48237657,80.35,84.6,76.40713686,74.79973684,78.15,15,15,15,70.44275555,62.7,78,20.81842416,20.4,21.30125,133,133,133,0,0,0,0,0,0
321,Alabama,4/17/20,273.8069129,259.89875,288.7525,80.487757,78.47309211,82.5,74.40659594,72.8,76.10125,15,15,15,45.72063326,40.1,52.0025,13.65365141,13.3,14.1,148,148,148,0,0,0,0,0,0
322,Alabama,4/18/20,243.33492,229.995,256.8010526,70.0308061,67.99875,71.90125,64.45668767,62.95,66.05,5,5,5,21.15868522,17,25.8,6.967533953,6.5,7.50125,153,153,153,0,0,0,0,0,0
323,Alabama,4/19/20,226.5455187,213.7975,240.80375,74.93594415,72.79875,77.15,68.35624506,66.65,70.05,4,4,4,24.61319131,20.3975,29.6025,10.22957002,9.4,11.2,157,157,157,0,0,0,0,0,0
324,Alabama,4/20/20,210.5722817,198.14875,224.05125,72.36805472,70,74.63203947,65.30524986,63.45,67.05381579,6,6,6,0,0,0,2.09207601,1.449044118,2.894868421,163,163,163,0,0,0,0,0,0
325,Alabama,4/21/20,229.7235659,216.1475,243.80875,75.72182819,73.5,78,68.88213882,67.1,70.6,20,20,20,35.24643777,30.2975,40.7,10.97442695,10.5,11.5,183,183,183,0,0,0,0,0,0
326,Alabama,4/22/20,241.1531945,194.99875,374.0223684,68.49219722,56.3,108.4973684,61.93694959,50.04875,102.5098684,13,13,13,47.9406853,6.79,182.6131579,14.708161,2.9,54.79736842,196,196,196,0,0,0,0,0,0
327,Alabama,4/23/20,226.1236459,143.6475,483.8697368,68.26864122,45.19625,145.4078947,61.76727233,38.9475,139.8381579,6,6,6,45.50806892,6.2,172.351462,12.937,2,50.025,202,202,202,0,0,0,0,0,0
328,Alabama,4/24/20,231.3668933,113.39375,618.5236842,75.02201945,41.59625,186.1973684,68.3040299,35.2,180.1105263,7,7,7,42.53177008,5.6,166.3736842,13.72136533,3.29875,49.55131579,209,209,209,0,0,0,0,0,0
329,Alabama,4/25/20,247.8255855,96.49375,744.95,78.90861304,34.34875,228.9328947,72.27675098,28.4475,220.0776316,0,0,0,39.2636039,4.9975,152.0802632,13.31922384,2.0875,52.28026316,209,209,209,0,0,0,0,0,0
330,Alabama,4/26/20,264.739569,82.7375,859.2078947,90.36478704,35.59375,277.4631579,83.23006089,29.54875,265.7592105,10,10,10,35.34580575,3.9,138.7052632,12.10188298,1.39875,49.21578947,219,219,219,0,0,0,0,0,0
331,Alabama,4/27/20,285.9482387,76.6875,977.6539474,88.75523867,24.24875,310.2105263,81.78334786,19.15,296.6763158,13.589,2,54,31.36922572,3.6,128.8460526,10.82423942,1.25,42.81710526,232.589,221,273,0,0,0,0,0,0
332,Alabama,4/28/20,275.0098945,53.8875,1011.056579,82.28760432,20.89875,290.9776316,75.53241493,16.945,277.2894737,12.937,2,50.025,27.23771537,3,106.9578947,9.529049252,1.2,38.80657895,245.526,223,323.025,0,0,0,0,0,0
333,Alabama,4/29/20,250.7349768,47.49625,942.3394737,76.73785489,19.2975,273.3684211,69.7193747,15.6425,257.4355263,12.094,2,48,23.25117397,2.7,92.08947368,8.205674729,1.1,33.58157895,257.62,225,369.075,0,0,0,0,0,0
334,Alabama,4/30/20,226.9647307,44.145,861.7697368,70.98145331,17.64875,257.2184211,63.68938773,13.7,239.4644737,11.124,1.975,44.025,19.45864889,2.2,82.7,6.991249824,1.1,28.37105263,268.744,226.975,414.05,0,0,0,0,0,0
335,Alabama,5/1/20,201.1027913,37.14125,768.7026316,64.73851916,15.795,238.1157895,57.33738972,12.0975,217.3052632,10.02,1,40.025,16.184379,0,67.16052632,5.848599811,0.2,24.48552632,278.764,227.975,455.025,0,0,0,0,0,0
336,Alabama,5/2/20,175.3879506,29.9725,671.0065789,56.24476952,11.44875,212.6131579,49.59830376,8.94875,190.3723684,8.875,1,36.025,13.05739757,0,57.33157895,4.755820382,0.14875,19.87383041,287.639,228.975,491.05,0,0,0,0,0,0
337,Alabama,5/3/20,152.3547134,24.0925,581.7934211,49.11065407,8.65,190.3684211,42.87006469,6.8975,167.7118421,7.734,1,32,10.37831797,0,44.66184211,3.832960556,0.05,16.52982456,295.373,229.975,522.125,0,0,0,0,0,0
338,Alabama,5/4/20,131.0426881,20.09,505.5,43.45032738,6.65,170.4802632,37.28192251,5.09875,148.9828947,6.598,1,27,8.124601987,0,36.68684211,3.048100262,0,13.3245614,301.971,230.975,549.2,0,0,0,0,0,0
339,Alabama,5/5/20,111.4006621,15.7,439.4881579,38.08517912,4.74875,154.4223684,32.10251549,3.6,132.1276316,5.546,1,23,6.160623547,0,30.31622807,2.352012745,0,10.63947368,307.517,231,572.275,0,0,0,0,0,0
340,Alabama,5/6/20,91.59784848,9.45,367.675,34.31393568,3.8475,140.8578947,28.16427787,2.6,117.1184211,4.582,0,19,4.573109993,0,21.38684211,1.774756553,0,8.0625,312.099,231,592.3,0,0,0,0,0,0
341,Alabama,5/7/20,75.18785216,5.94625,307.4039474,29.42831517,1.9,126.3842105,23.7058694,1.3,102.3315789,3.703,0,16,3.294768025,0,16.79342105,1.323744823,0,6.369736842,315.802,231,610.25,0,0,0,0,0,0
342,Alabama,5/8/20,61.9776937,4.59875,256.4301901,24.46813101,1.59875,105.3039474,19.40119439,1.05,82.35131579,2.951,0,13,2.316547231,0,12.05409357,0.938039676,0,4.790570175,318.753,231,625.2,0,0,0,0,0,0
343,Alabama,5/9/20,50.63495473,3.44875,211.0099415,20.06904948,1.25,86.60657895,15.65253879,0.84875,68,2.295,0,10,1.482806854,0,8.635526316,0.633801445,0,3.425,321.048,231,637.15,0,0,0,0,0,0
344,Alabama,5/10/20,42.36283673,3.44875,178.5605263,16.25242755,1.04875,70.88289474,12.46302403,0.7,56.10657895,1.753,0,8,0.970443412,0,6.528947368,0.427617497,0,2.842105263,322.801,231,647.1,0,0,0,0,0,0
345,Alabama,5/11/20,34.0855509,1.9,152.5736842,12.97044674,0.8,58.52704678,9.765066585,0.59875,44.28530702,1.295,0,6,0.556936662,0,5.300394737,0.266068434,0,1.684210526,324.096,231,655.05,0,0,0,0,0,0
346,Alabama,5/12/20,26.76389843,1.59875,122.8171053,10.21504957,0.65,46.4120614,7.538012165,0.4,34.85657895,0.948,0,5,0.293155246,0,4.0025,0.147277567,0,1.473684211,325.044,231,661,0,0,0,0,0,0
347,Alabama,5/13/20,20.80650279,1.25,99.73684211,7.905569806,0.45,37.54736842,5.717496508,0.25,27.90431287,0.655,0,3,0.136795881,0,2.894298246,0.083770055,0,1.277777778,325.699,231,664.05,0,0,0,0,0,0
348,Alabama,5/14/20,16.0641567,1.04875,77.03289474,6.028988085,0.3,29.16315789,4.274824256,0.15,21.48267544,0.42,0,2,0.05804386,0,0,0.04501809,0,0.369210526,326.119,231,666.075,0,0,0,0,0,0
349,Alabama,5/15/20,12.31635904,0.8,59.53421053,4.574914947,0.15,22.79078947,3.17878664,0.05,16.42997076,0.277,0,2,0.018730392,0,0,0.018747244,0,0.235661765,326.396,231,667.1,0,0,0,0,0,0
350,Alabama,5/16/20,9.439030027,0.65,46.68684211,3.423209929,0,17.31973684,2.334039117,0,12.3375,0.156,0,1,0.002875,0,0,0.007255538,0,0.105263158,326.552,231,668.125,0,0,0,0,0,0
351,Alabama,5/17/20,7.188106846,0.45,36.37236842,2.516515218,0,13.31710526,1.692638192,0,9.318421053,0.08,0,1,0,0,0,0.002405551,0,0,326.632,231,669.125,0,0,0,0,0,0
352,Alabama,5/18/20,5.468588463,0.3,27.75263158,1.83846244,0,9.636842105,1.218754442,0,6.667105263,0.04,0,1,0,0,0,0.000959967,0,0,326.672,231,669.125,0,0,0,0,0,0
353,Alabama,5/19/20,4.175360079,0.15,20.42302632,1.318705887,0,6.842105263,0.865992067,0,4.425,0.017,0,0,0,0,0,0,0,0,326.689,231,669.125,0,0,0,0,0,0
354,Alabama,5/20/20,3.18585918,0,14.31973684,0.925961064,0,5.210818713,0.60398305,0,3.26630117,0.006,0,0,0,0,0,0,0,0,326.695,231,669.125,0,0,0,0,0,0
355,Alabama,5/21/20,2.38812061,0,11.31710526,0.636921388,0,3.789473684,0.414986937,0,2.421052632,0.001,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
356,Alabama,5/22/20,1.77633744,0,8.895979532,0.422119943,0,2.578947368,0.275380452,0,1.684210526,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
357,Alabama,5/23/20,1.294705887,0,6.842105263,0.271502447,0,1.736842105,0.177205474,0,1.263157895,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
358,Alabama,5/24/20,0.918961064,0,5.210818713,0.161434013,0,1.263157895,0.105663326,0,0.850972222,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
359,Alabama,5/25/20,0.635921388,0,3.789473684,0.094156446,0,0.842302632,0.062622472,0,0.631578947,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
360,Alabama,5/26/20,0.422119943,0,2.578947368,0.050386391,0,0.526315789,0.033589448,0,0.369210526,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
361,Alabama,5/27/20,0.271502447,0,1.736842105,0.022368301,0,0.315789474,0.014622209,0,0.223245614,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
362,Alabama,5/28/20,0.161434013,0,1.263157895,0.009621057,0,0.117647059,0.006328229,0,0.05998452,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
363,Alabama,5/29/20,0.094156446,0,0.842302632,0.003365519,0,0,0.001993636,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
364,Alabama,5/30/20,0.050386391,0,0.526315789,0.000959967,0,0,0.000367647,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
365,Alabama,5/31/20,0.022368301,0,0.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
366,Alabama,6/1/20,0.009621057,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
367,Alabama,6/2/20,0.003365519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
368,Alabama,6/3/20,0.000959967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
369,Alabama,6/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
370,Alabama,6/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
371,Alabama,6/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
372,Alabama,6/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
373,Alabama,6/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
374,Alabama,6/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.696,231,669.125,0,0,0,0,0,0
