V1,location_name,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
965,Alabama,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
966,Alabama,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
967,Alabama,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
968,Alabama,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
969,Alabama,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-1.896994611,,,,0,0,0
970,Alabama,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-1.514732274,,,,0,0,0
971,Alabama,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-1.041098139,,,,0,0,0
972,Alabama,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.543001007,,,,0,0,0
973,Alabama,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.080661604,,,,0,0,0
974,Alabama,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.299886309,,,,0,0,0
975,Alabama,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.569996395,,,,0,0,0
976,Alabama,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.721570436,,,,0,0,0
977,Alabama,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.771441268,,,,0,0,0
978,Alabama,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.764657423,,,,0,0,0
979,Alabama,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.750700932,,,,0,0,0
980,Alabama,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.760609644,,,,0,0,0
981,Alabama,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.809332351,,,,0,0,0
982,Alabama,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,0.907781573,,,,0,0,0
983,Alabama,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,1.061187835,,,,0,0,0
984,Alabama,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,1.286444087,,,,0,0,0
985,Alabama,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,1.608911173,,,,0,0,0
986,Alabama,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,2.038030904,,,,0,0,0
987,Alabama,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,2.538577242,,,,0,0,0
988,Alabama,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,3.046456593,,,,0,0,0
989,Alabama,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,3.498533771,,,,0,0,0
990,Alabama,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,3.843381565,,,,0,0,0
991,Alabama,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.059234298,,,,0.906678308,0,5.756616751
992,Alabama,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.181884916,,,,2.422871261,0,10.01729827
993,Alabama,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.278178806,,,,5.112342619,0,17.29119027
994,Alabama,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.403963776,,,,9.976631478,0,29.54406586
995,Alabama,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.582400179,,,,18.79417643,2.716041609,52.24710868
996,Alabama,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.78362863,,,,33.64254618,5.410887792,90.00662049
997,Alabama,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.92780638,observed,1.759870268,,58.13815586,10.30516309,152.1428711
998,Alabama,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.909754277,observed,2.570317911,,95.40266276,19.32802427,234.3241745
999,Alabama,3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.62805672,observed,4.008573607,,147.9878093,35.233001,336.4550545
1000,Alabama,3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,4.000438651,observed,6.442060926,,216.8907486,64.30480492,457.7576646
1001,Alabama,3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,2.963443357,observed,10.34302009,,300.5090706,105.1508765,591.387188
1002,Alabama,3/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,1.47154585,observed,16.29021679,,395.0724583,161.7980139,716.6310788
1003,Alabama,3/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.495562251,observed,25.03703344,5,495.0036401,230.2292318,831.1523389
1004,Alabama,3/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-2.923086559,observed,37.60621254,1,593.6956082,311.2082989,930.1648589
1005,Alabama,3/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-5.752112321,observed,55.23602925,6,684.6695957,401.09305,1007.765096
1006,Alabama,3/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-8.87592779,observed,79.01762448,17,762.6812833,484.8390323,1078.957928
1007,Alabama,3/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-12.15264859,observed,109.3341891,10,824.4727543,570.1730546,1117.890233
1008,Alabama,3/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-15.42176241,observed,145.5642124,7,869.0396201,626.5183044,1153.0716
1009,Alabama,3/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-18.52655438,observed,186.4746333,32,897.4200907,662.7752292,1176.285546
1010,Alabama,3/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-21.33450772,observed,231.0633848,5,912.1052066,685.8142484,1182.306052
1011,Alabama,3/21/20,3.472007831,1,8.335714286,1,1,1,1,1,1,3.472007831,1,8.335714286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035890422,0.035890422,0.035890422,0.035890422,0.035890422,0.035890422,observed,-23.7540583,observed,279.0968162,48,916.3931408,690.3187623,1182.888153
1012,Alabama,3/22/20,7.135263059,3,15,2,2,2,2,2,2,3.663255228,1,11.025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064553182,0.064553182,0.064553182,0.100443604,0.100443604,0.100443604,observed,-25.74432724,observed,330.9341957,26,913.7968883,685.0814144,1183.569862
1013,Alabama,3/23/20,14.24735966,8,23.29090909,4,4,4,4,4,4,7.112096603,3,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.116103724,0.116103724,0.116103724,0.216547328,0.216547328,0.216547328,observed,-27.31230306,observed,386.962738,39,907.5478548,680.7146555,1175.333343
1014,Alabama,3/24/20,21.3085604,13.33333333,34,6.154087032,6,6.666666667,6.101610678,6,6.5,7.061200733,3,15,2.154087032,2,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.208820582,0.208820582,0.208820582,0.42536791,0.42536791,0.42536791,observed,-28.509095,observed,447.2041355,46,900.3482252,676.6649203,1150.599405
1015,Alabama,3/25/20,31.84575828,21,46,9.32413249,9,10.28690476,9.221973937,9,10,10.53719788,5,19,3.170045457,3,4,0,0,0,0,0,0,1,1,1,1,1,1,0.375585714,0.375585714,0.375585714,0.800953624,0.800953624,0.800953624,observed,-29.41701971,observed,511.3694212,139,894.3187118,670.1630295,1138.353543
1016,Alabama,3/26/20,46.05310577,33,62,13.65969547,13,15,13.44907318,13,14.5,14.20734749,8,24,4.335562976,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0.669922923,0.669922923,0.669922923,1.470876547,1.470876547,1.470876547,observed,-30.12979954,observed,579.2179903,136,890.9968351,662.1810298,1139.852108
1017,Alabama,3/27/20,62.61860733,47.39,83.02,17.99918977,17,19.5,17.67081103,17,19,17.56550156,10,28.35,5.3394943,5,6,0,0,0,0,0,0,3,3,3,4,4,4,1.116240998,1.116240998,1.116240998,2.587117546,2.587117546,2.587117546,observed,-30.73415725,observed,650.8622647,70,891.4197468,664.3352096,1150.807642
1018,Alabama,3/28/20,80.27450205,62,102.0125,23.48861694,22.33125,25,22.98611608,22,24.5,20.97381552,12.6625,31,6.489427173,6,7.5,0,0,0,0,0,0,0,0,0,4,4,4,1.725470795,1.725470795,1.725470795,4.31258834,4.31258834,4.31258834,observed,-31.29984128,observed,726.7584214,107,896.2461537,670.2435428,1157.771591
1019,Alabama,3/29/20,100.2239191,80,124.0125,29.14224604,27.5,31,28.41294246,27.24375,30,24.44262683,15,36.00625,7.653629099,7,9,0,0,0,0,0,0,6,6,6,10,10,10,2.489133334,2.489133334,2.489133334,6.801721674,6.801721674,6.801721674,observed,-31.87547963,observed,807.4252951,131,905.8336087,670.195055,1160.459175
1020,Alabama,3/30/20,118.3660009,95,143,34.95424312,33,37.5,33.93106795,32.5,35.5,24.91861544,16,38,7.811997083,7,9,0,0,0,0,0,0,0,0,0,10,10,10,3.371047339,3.371047339,3.371047339,10.17276901,10.17276901,10.17276901,observed,-32.48895602,observed,893.1725567,74,920.3304171,671.6490294,1188.039114
1021,Alabama,3/31/20,139.0053422,113.5,167.5125,40.89030327,39,43.5,39.54831749,38,41.5,28.36104775,19,41,8.936060148,8,10.25208333,0,0,0,0,0,0,13,13,13,23,23,23,4.311693748,4.311693748,4.311693748,14.48446276,14.48446276,14.48446276,observed,-33.15392171,observed,984.1129309,88,939.7277872,684.7990111,1225.013301
1022,Alabama,4/1/20,156.2579862,130.5,186.5,46.03145597,43.5975,49,44.28316398,42.5,46.5,28.3004147,19,41,9.1411527,8,10.5,0,0,0,0,0,0,4,4,4,27,27,27,5.239459349,5.239459349,5.239459349,19.72392211,19.72392211,19.72392211,observed,-33.87144571,observed,1080.495329,73,963.9114537,699.7962279,1249.462686
1023,Alabama,4/2/20,169.7590595,144,199,50.17489462,47.5,53.5,48.04362774,46,50.5,28.05479171,18.4875,41,9.143438653,8,10.5,0,0,0,0,0,0,5,5,5,32,32,32,6.085069675,6.085069675,6.085069675,25.80899179,25.80899179,25.80899179,observed,-34.62848176,observed,1183.102195,173,992.6784071,723.1380825,1280.066505
1024,Alabama,4/3/20,179.9668957,151.99375,208.25625,53.46672675,50.5,57,50.89635244,48.5,53.5,27.96134065,19,41,9.291832123,8,10.805,0,0,0,0,0,0,6,6,6,38,38,38,6.794637475,6.794637475,6.794637475,32.60362926,32.60362926,32.60362926,observed,-35.39445553,observed,1293.333907,262,1025.749283,750.8079571,1322.312881
1025,Alabama,4/4/20,187.6220363,159,218.8916667,55.76472796,52.5,59.5,52.75846543,50.49583333,55.5,28.69289594,19,43.025,9.29800121,8,11,0,0,0,0,0,0,6,6,6,44,44,44,7.337841311,7.337841311,7.337841311,39.94147057,39.94147057,39.94147057,observed,-36.12609592,observed,1412.756834,119,1062.761951,782.0867407,1373.241546
1026,Alabama,4/5/20,192.426148,164.4958333,225.5,58.01338257,54.5,62,54.5618126,52,57.5,28.10558581,18,41.025,9.248654612,8,10.66875,0,0,0,0,0,0,1,1,1,45,45,45,7.709750088,7.709750088,7.709750088,47.65122066,47.65122066,47.65122066,observed,-36.77379728,observed,1542.197792,151,1103.269635,808.9721727,1430.224549
1027,Alabama,4/6/20,195.7695287,166,227,59.09671097,55,63.5,55.28203338,52.49821429,58.5,28.11855757,18.9875,41.33333333,9.237415437,8,10.5,0,0,0,0,0,0,4,4,4,49,49,49,7.926387944,7.926387944,7.926387944,55.5776086,55.5776086,55.5776086,observed,-37.28953533,observed,1680.684801,187,1146.739449,838.6348726,1495.8148
1028,Alabama,4/7/20,196.6616391,167.5,229.5,60.23683674,56,64.4025,56.03060728,52.99166667,59,27.961326,18,42,9.310171223,8,11,0,0,0,0,0,0,15,15,15,64,64,64,8.017953958,8.017953958,8.017953958,63.59556256,63.59556256,63.59556256,observed,-37.63668807,observed,1824.589939,217,1192.542242,882.0698271,1555.580051
1029,Alabama,4/8/20,197.5541122,167.99375,226.5125,61.18975476,57,65.5,56.64066139,53.5,60,27.89488657,18,41,9.288481002,8,11,0,0,0,0,0,0,2,2,2,66,66,66,8.020367551,8.020367551,8.020367551,71.61593011,71.61593011,71.61593011,observed,-37.7898496,observed,1967.301292,159,1239.951953,914.8340974,1604.062664
1030,Alabama,4/9/20,199.1846948,169.73125,232.01,62.16058066,57.4875,66.5,57.28038413,53.5,60.805,28.43671966,19,42,9.310320194,8,11,0,0,0,0,0,0,4,4,4,70,70,70,7.967036745,7.967036745,7.967036745,79.58296686,79.58296686,79.58296686,observed,-37.73436592,observed,2099.770964,375,1288.145882,950.1275289,1682.810671
1031,Alabama,4/10/20,200.3987155,169.5,232.0142857,62.95743645,58,67.5025,57.80461674,54,61.6,28.09203302,18,40.00555556,9.286282964,8,10.75208333,0,0,0,0,0,0,10,10,10,80,80,80,7.887793498,7.887793498,7.887793498,87.47076036,87.47076036,87.47076036,observed,-37.46686894,observed,2212.198792,244,1336.203005,994.7318362,1743.190073
1032,Alabama,4/11/20,200.9071184,170.5,232.4025,63.56676832,58.5,68.20333333,58.21062697,54.5,62,28.06117301,18,41.015,9.262960972,8,10.66875,0,0,0,0,0,0,12,12,12,92,92,92,7.806728337,7.806728337,7.806728337,95.27748869,95.27748869,95.27748869,observed,-36.99915185,observed,2296.719793,270,1383.114582,1035.161726,1800.894381
1033,Alabama,4/12/20,201.9796243,171.5,233,64.06198321,59.5,68.55666667,58.55020063,55,62.5,28.22517367,19,40.5125,9.307211971,8,10.75347222,0,0,0,0,0,0,1,1,1,93,93,93,7.741240547,7.741240547,7.741240547,103.0187292,103.0187292,103.0187292,observed,-36.36070903,observed,2350.231284,346,1427.800438,1078.232336,1841.364256
1034,Alabama,4/13/20,203.1146992,174,235.675,64.39221118,59.5,69.22916667,58.75855977,55,63,28.28280658,19,42.415,9.266288115,8,10.57380952,0,0,0,0,0,0,6,6,6,99,99,99,7.703918448,7.703918448,7.703918448,110.7226477,110.7226477,110.7226477,observed,-35.59895649,observed,2376.08787,171,1469.129245,1107.701748,1897.897155
1035,Alabama,4/14/20,203.8724192,173.4875,237.0125,64.53038392,59.5,69.20055556,58.86112496,55.49583333,63,27.92219027,19,40,9.279325447,8,10.5,0,0,0,0,0,0,15,15,15,114,114,114,7.702936478,7.702936478,7.702936478,118.4255842,118.4255842,118.4255842,observed,-34.78166431,observed,2383.809188,219,1505.961034,1126.37194,1930.051472
1036,Alabama,4/15/20,207.9735316,178.475,240.5125,65.68518224,60.79875,70.50416667,59.94585029,56.49583333,63.9025,31.38666708,21,44,10.29823697,9,11.60285714,0,0,0,0,0,0,4,4,4,118,118,118,7.743015819,7.743015819,7.743015819,126.1686,126.1686,126.1686,observed,-33.97727765,observed,2387.03237,122,1537.202933,1156.573595,1972.2695
1037,Alabama,4/16/20,211.9055433,180,245.025,66.67684956,61.873125,71.4025,60.93256831,57,65,31.87351643,21,45,10.28349944,9,11.75125,0,0,0,0,0,0,15,15,15,133,133,133,7.826258051,7.826258051,7.826258051,133.994858,133.994858,133.994858,observed,-33.23717314,observed,2400.665259,270,1561.861318,1189.731833,2002.701397
1038,Alabama,4/17/20,215.611198,183.9875,247.0125,67.67218319,63,72.335,61.9199951,58.5,65.5,31.4674598,20.975,44,10.29333484,9,11.5,0,0,0,0,0,0,15,15,15,148,148,148,7.953547361,7.953547361,7.953547361,141.9484054,141.9484054,141.9484054,observed,-32.58656902,observed,2438.190449,226,1579.120183,1203.25369,2046.306753
1039,Alabama,4/18/20,223.0395188,191.4958333,253.5125,69.87146384,65,74.50416667,64.06463106,60.49821429,68,35.35132109,24,50.025,11.44793527,10.19916667,13,0,0,0,0,0,0,5,5,5,153,153,153,8.124320725,8.124320725,8.124320725,150.0727261,150.0727261,150.0727261,observed,-32.02549348,observed,2509.543865,141,1588.452404,1189.340154,2077.305444
1040,Alabama,4/19/20,230.1989475,197.9875,262.525,72.08657379,67.32916667,76.62,66.1810353,62.5,70,35.22980405,24,50,11.45252538,10.33333333,13,0,0,0,0,0,0,4,4,4,157,157,157,8.337501631,8.337501631,8.337501631,158.4102278,158.4102278,158.4102278,observed,-31.53223182,observed,2619.643058,176,1589.685815,1190.667892,2081.421262
1041,Alabama,4/20/20,236.9497323,204.484375,270.5821429,74.19910808,69.195,79,68.24317117,64.5,72,35.04192404,24,48.67,11.42270551,10,13,0,0,0,0,0,0,6,6,6,163,163,163,8.591354196,8.591354196,8.591354196,167.0015819,167.0015819,167.0015819,observed,-31.06865185,observed,2767.560322,167,1582.996258,1194.705142,2080.43007
1042,Alabama,4/21/20,246.7195662,213.496875,281.5215909,76.5726059,71.5,81.33611111,70.4907825,66.5975,74.005,38.69669052,26,53,12.66197882,11.5,14.60166667,0,0,0,0,0,0,20,20,20,183,183,183,8.883505065,8.883505065,8.883505065,175.885087,175.885087,175.885087,observed,-30.59415405,observed,2946.548584,241,1568.903174,1200.760453,2050.37908
1043,Alabama,4/22/20,254.3982676,220.4958333,288.675,78.86037392,73.5,83.5,72.66990618,69,76.5,38.86608785,27,56.22,12.59808822,11.42410714,14.5,0,0,0,0,0,0,13,13,13,196,196,196,9.211023833,9.211023833,9.211023833,185.0961108,185.0961108,185.0961108,observed,-30.0624747,observed,3145.169362,276,1548.233671,1193.805153,2001.102465
1044,Alabama,4/23/20,264.8853714,230.4875,302.003125,82.21085655,77,87,75.90026006,72,79.5025,42.14551026,29,57,13.63676559,12.5,15.003125,0,0,0,0,0,0,6,6,6,202,202,202,9.570175078,9.570175078,9.570175078,194.6662859,194.6662859,194.6662859,observed,-29.4257822,observed,3349.547928,244,1522.02811,1184.329242,1946.567333
1045,Alabama,4/24/20,275.1891374,244,315.5,84.72491508,79.19916667,89.55681818,78.22097533,74,82.20333333,42.65869146,30,61,13.7770195,12.5,16,0,0,0,0,0,0,7,7,7,209,209,209,9.956339941,9.956339941,9.956339941,204.6226259,204.6226259,204.6226259,observed,-28.64886836,observed,3546.244351,16,1491.425634,1168.191026,1908.118261
1046,Alabama,4/25/20,282.4725319,248.975,323.5125,87.1826423,81.99375,92,80.51399155,76.5,84.61,42.26121778,30,57.8375,13.7649392,12.5,15.5,0,0,0,0,0,0,0,0,0,209,209,209,10.36413373,10.36413373,10.36413373,214.9867596,214.9867596,214.9867596,observed,-27.72027116,observed,3724.891594,375,1457.618247,1139.637239,1858.455514
1047,Alabama,4/26/20,293.0304015,255.5,333.5,90.87756743,85.5,96.5,83.97937312,79.79875,88.5,45.49990564,32,60.25208333,14.96121325,13.5,16.805,0,0,0,0,0,0,10,10,10,219,219,219,10.78732994,10.78732994,10.78732994,225.7740895,225.7740895,225.7740895,observed,-26.64460166,observed,3879.696244,63,1421.803762,1108.428915,1794.230046
1048,Alabama,4/27/20,303.0636423,264.99375,346.025,93.55205453,88.4875,99,86.43214208,82.33214286,90.50416667,45.72368222,31,63,14.95381255,13.5,17,0,0,0,0,0,0,9,9,9,228,228,228,11.21881606,11.21881606,11.21881606,236.9929056,236.9929056,236.9929056,observed,-25.43796671,observed,4009.256057,269,1385.100224,1077.950674,1743.231987
1049,Alabama,4/28/20,310.6605625,273.4875,350.675,96.17857067,90.5,102,88.84898279,84.5,93.5,45.77955225,32,61.86071429,14.92475311,13.5,16.805,0,0,0,0,0,0,14,14,14,242,242,242,11.65050955,11.65050955,11.65050955,248.6434151,248.6434151,248.6434151,observed,-24.13229483,observed,4114.763551,211,1348.489165,1046.503446,1691.063308
1050,Alabama,4/29/20,320.9139886,283.4925,360,98.99965536,93.5,105,91.40678318,87,96,49.66078666,36,69,16.10358413,14.5,18,0,0,0,0,0,0,14,14,14,256,256,256,12.07327795,12.07327795,12.07327795,260.7166931,260.7166931,260.7166931,observed,-22.77097422,observed,4197.489114,162,1312.804324,1015.258336,1643.009972
1051,Alabama,4/30/20,329.0382737,291.4875,372.5125,101.7418743,96.325,107.5,93.88845922,89.5,98.5,49.5758703,35.99,68,16.03555381,14.5,18,0,0,0,0,0,0,16,16,16,272,272,272,12.47708834,12.47708834,12.47708834,273.1937814,273.1937814,273.1937814,observed,-21.40608051,observed,4256.915973,176,1278.73594,984.3767086,1609.783632
1052,Alabama,5/1/20,336.3485999,298.4875,381.5375,104.369046,99,110.5,96.28260969,92,101.0055556,49.29453054,34,66,16.07510694,14.5,18,0,0,0,0,0,0,17,17,17,289,289,289,12.85161519,12.85161519,12.85161519,286.0453966,286.0453966,286.0453966,observed,-20.09660222,observed,4290.621746,206,1246.844585,957.3794058,1568.242019
1053,Alabama,5/2/20,342.8462909,307.665625,388.5125,106.2090044,100.5,112,97.83187687,93.5,102.5,49.13239266,36,67,16.29248376,14.5,18.20333333,0,0,0,0,0,0,-1,-1,-1,288,288,288,13.18643711,13.18643711,13.18643711,299.2318337,299.2318337,299.2318337,observed,-18.89894363,observed,4295.947426,317,1217.579694,936.0669126,1537.196122
1054,Alabama,5/3/20,347.2501502,307.6901786,389.5225,108.0445357,102.5,114,99.38353112,95,104.225,49.08368025,34.99642857,64.025,16.25823682,14.5975,18,0,0,0,0,0,0,2,2,2,290,290,290,13.47111115,13.47111115,13.47111115,312.7029449,312.7029449,312.7029449,observed,-17.85706249,observed,4272.336001,277,1191.286963,910.6467358,1505.677775
1055,Alabama,5/4/20,351.4001481,309.9875,397.525,109.6487332,103.74375,116,100.7853083,96.5,105.0041667,49.13146113,35,66.675,16.26617637,14.5,18.25375,0,0,0,0,0,0,8,8,8,298,298,298,13.69594328,13.69594328,13.69594328,326.3988882,326.3988882,326.3988882,observed,-16.99168637,observed,4222.815187,224,1168.228546,891.0105687,1475.915693
1056,Alabama,5/5/20,354.5593673,311,402,110.3102762,104.5,116.5,101.2376432,97,106.5,49.3115998,35.975,67,16.25963117,14.5,18.5,0,0,0,0,0,0,17,17,17,315,315,315,13.85286002,13.85286002,13.85286002,340.2517482,340.2517482,340.2517482,observed,-16.29873586,observed,4153.766431,325,1148.582869,880.017794,1457.966848
1057,Alabama,5/6/20,351.542099,312.39,393.525,109.927652,104,116.5,100.6337129,96,106,45.80355993,32,63,15.25514145,13.5,17.00357143,0,0,0,0,0,0,28,28,28,343,343,343,13.93592602,13.93592602,13.93592602,354.1876742,354.1876742,354.1876742,observed,-15.7545408,observed,4073.314616,254,1132.429866,858.5662006,1435.952808
1058,Alabama,5/7/20,348.6322228,307.9875,390.5375,109.3875854,103.5,116,99.94387108,95.4875,105,45.83046278,32,63,15.23695288,13.5,17.5,0,0,0,0,0,0,26,26,26,369,369,369,13.94272395,13.94272395,13.94272395,368.1303982,368.1303982,368.1303982,observed,-15.3286958,observed,3989.365241,355,1119.775246,853.2349442,1420.939897
1059,Alabama,5/8/20,345.6360433,304.475,387.5125,108.8461761,102.5,116,99.24800026,94.5,104.5,45.69415352,33,62,15.22352985,13.5,17,0,0,0,0,0,0,14,14,14,383,383,383,13.87579392,13.87579392,13.87579392,382.0061921,382.0061921,382.0061921,observed,-14.99361171,observed,3908.189938,339,1110.572276,853.6395458,1413.109137
1060,Alabama,5/9/20,339.1570939,299.49375,381.7214286,106.9700951,100.5,114,97.33503868,93,102.61,41.99190028,30,58,14.08513228,12.5,16,0,0,0,0,0,0,7,7,7,390,390,390,13.7417802,13.7417802,13.7417802,395.7479723,395.7479723,395.7479723,observed,-14.73280296,observed,3833.909398,283,1104.717891,856.8923478,1401.23879
